7.269858433333735775e+03,6.481342186716153265e+03,5.811818021447284082e+03,5.554784883956548583e+03,4.867559608874581500e+03,1.516730883321538022e+04
7.107998287400202571e+03,6.487792279640463676e+03,5.844703549908957029e+03,5.562671355217175005e+03,4.886478355023647964e+03,1.425261134005501663e+04
6.915592757675710345e+03,6.346582118921188339e+03,5.731803068781577167e+03,5.440630183960952309e+03,4.901597893634582761e+03,1.418910532216994216e+04
6.730871080376691680e+03,6.179454116874345345e+03,5.589909919070955766e+03,5.297435440307418503e+03,4.918520069444693945e+03,1.434645935307665968e+04
6.560989090089012279e+03,6.013363450606063452e+03,5.445699119335531577e+03,5.156796443026593806e+03,4.940157794953281154e+03,1.459549021921914209e+04
6.407323107544122649e+03,5.856729828185780207e+03,5.307220217281365876e+03,5.025319524193966572e+03,4.967412685312021495e+03,1.489265772600819400e+04
6.269500907733434360e+03,5.712372355604067707e+03,5.177641803806714051e+03,4.905277077004850071e+03,5.000387289058576243e+03,1.521898930994824514e+04
6.146539384334856550e+03,5.580649425959527434e+03,5.057817556284780039e+03,4.796700834995323930e+03,5.038920698439726038e+03,1.556491591346163113e+04
6.037491423573404063e+03,5.461639283602250543e+03,4.947874193090977315e+03,4.699290747739166363e+03,5.082728670572716510e+03,1.592503348448519500e+04
5.941149889962495763e+03,5.354412171021823269e+03,4.847279223888323031e+03,4.612242340407764459e+03,5.131491789858823722e+03,1.629589062132206709e+04
