9.889022970474446993e+03,5.340799404971269723e+03,5.375155689863974658e+03,5.356572977343206730e+03,4.318953852233506950e+03,1.814992811755606454e+04
9.118077152674808531e+03,5.141827556086357617e+03,5.373921332090810211e+03,5.375193652051873869e+03,4.301493778706564626e+03,1.805200542083088658e+04
8.827472217764236120e+03,5.037028821908326790e+03,5.294535458492096950e+03,5.244773472330535697e+03,4.312656263495905478e+03,1.841483007227496637e+04
8.877913819262814286e+03,4.891321691570983603e+03,5.188668921230946580e+03,5.118591265577578270e+03,4.329248742812100318e+03,1.901417421873249987e+04
9.367961277900676578e+03,4.799639461911027865e+03,5.076516346531264389e+03,5.029966916332908113e+03,4.310014312223163870e+03,1.967642995623135357e+04
8.596757990412210347e+03,4.701648541588535409e+03,4.955705079433201718e+03,4.884590784957900723e+03,4.338599822097765355e+03,2.035568786445831211e+04
8.517045446955336956e+03,4.661183794049252356e+03,4.899537148811627958e+03,4.805073746732990912e+03,4.344815183693882318e+03,2.106057059631480661e+04
8.479735661108441491e+03,4.558333230280551106e+03,4.782155777137354562e+03,4.708943976966697846e+03,4.360885259007879540e+03,2.179325212365105472e+04
8.353005073735297628e+03,4.506695038758687588e+03,4.677316413351682058e+03,4.625484469236371297e+03,4.407924055000909902e+03,2.254342768335917208e+04
8.175896261577008772e+03,4.421439707677956903e+03,4.588133186773970010e+03,4.536271929707841082e+03,4.461632065717531077e+03,2.327658276617386582e+04
