2.185045356920312624e+06,9.317880313473873684e+03,7.599714282250472024e+03,6.183596961000787815e+03,5.827869441388716950e+03,5.499465591824701733e+03,5.064727068120125296e+03,4.892162319888035199e+03,4.876769313292795232e+03,4.789521902444133048e+03
inf,9.887816743747269356e+03,8.388887920500639666e+03,6.917748929156471604e+03,6.488635814257600032e+03,6.165347596467053336e+03,5.520432009617795302e+03,5.116184883332271966e+03,5.142227031145562250e+03,4.978304182375151868e+03
inf,1.134693315229348627e+04,9.011030944497111705e+03,7.501820214267671872e+03,7.055635625286879076e+03,6.877557906511037800e+03,6.000185247275895563e+03,5.388467883550352781e+03,5.419790372051348641e+03,5.221607635786061110e+03
inf,1.292750696212328330e+04,9.560509981091750888e+03,8.088504441831400982e+03,7.549960421513008441e+03,7.273973459643641945e+03,6.483427334440111736e+03,5.654284124792023249e+03,5.709652469302456666e+03,5.471727439205275914e+03
inf,1.512155107410462369e+04,1.012888738271050715e+04,8.839083311586569835e+03,8.036483245647364129e+03,7.867131270916759604e+03,7.013425772615242749e+03,5.900025339916543999e+03,5.943001796357208150e+03,5.678626368784731312e+03
inf,1.757735839034996025e+04,1.073076448647222605e+04,9.596001528398272058e+03,8.539751431070324543e+03,8.291454287931461295e+03,7.440201153368121595e+03,6.173413611877582298e+03,6.159340478682011053e+03,5.915548991686526278e+03
inf,2.085386531508814369e+04,1.148901954008321991e+04,1.014427073636060959e+04,9.146292471221229789e+03,8.777091175664385446e+03,7.895881566577393642e+03,6.423678506780887801e+03,6.467494695604823391e+03,6.194135715513421019e+03
inf,2.393668597525076621e+04,1.218360029195060633e+04,1.107108251101740461e+04,9.678794745792371032e+03,9.398179134840240295e+03,8.212766592916652371e+03,6.732059048639770481e+03,6.687742841646573652e+03,6.415784324825765907e+03
inf,2.807582218744714555e+04,1.282810680822025279e+04,1.192073674460960501e+04,1.030740008102317188e+04,9.881533535531918460e+03,8.821745376253238646e+03,6.996410491644269314e+03,6.926187984075912027e+03,6.623347354678505326e+03
inf,3.270922557292223064e+04,1.372888171071971374e+04,1.261742025572281273e+04,1.081385840015176109e+04,1.037057447583438989e+04,9.187525456147195655e+03,7.211416016356872206e+03,7.192750139447194670e+03,6.894416373069203473e+03
