1.001740114717790675e+04,5.471252000078003221e+03,5.412965652710855466e+03,5.389679708822602151e+03,4.337527393082647905e+03,1.887064141262802514e+04
9.514558245204143532e+03,5.213004584702575812e+03,5.404161872797049909e+03,5.400194092369122700e+03,4.315781777728610905e+03,1.875517432794357228e+04
9.126533314665877697e+03,5.073826997216262498e+03,5.318626189765776871e+03,5.271318668806593450e+03,4.328205863547502304e+03,1.922681952285470834e+04
9.302940059822554758e+03,4.935796299977518174e+03,5.213403379510506966e+03,5.146099118588245801e+03,4.346657265178883790e+03,1.994377868744415537e+04
9.929056625200846611e+03,4.826628620047147706e+03,5.103473628295465460e+03,5.050516410213974268e+03,4.320549115688323582e+03,2.076022413931146366e+04
9.004772422859508879e+03,4.729127399820772553e+03,4.974344095378559359e+03,4.905039525116316327e+03,4.350646167854570194e+03,2.162266825585081460e+04
8.885239784152521679e+03,4.676336355299222305e+03,4.917837819646568278e+03,4.828130303166094563e+03,4.356628166542458530e+03,2.254211599127600857e+04
8.920723155455829328e+03,4.571973054927672820e+03,4.796496755714950268e+03,4.726496993845217730e+03,4.372291913256305634e+03,2.351956028667090141e+04
8.828354509793643956e+03,4.524175056065315403e+03,4.694109242625197112e+03,4.641894282602270323e+03,4.420343535360084388e+03,2.454772281635139007e+04
8.686431709202784987e+03,4.434936943765419528e+03,4.601974664163870330e+03,4.552217365343456549e+03,4.472047131257220826e+03,2.558169213421628956e+04
