6.482572468618866801e+07,2.602933329145821044e+05,8.865001195841222070e+05,1.999254081650339867e+04,3.707810680369116017e+05,2.555987948859696917e+05
1.209601774365282431e+07,2.437900641679538530e+05,1.576512851730489871e+06,2.122699917442687001e+04,3.720034647039299598e+05,2.556394910388104909e+05
2.042667689139697002e+06,2.057245422801277891e+05,1.419390968783494784e+06,2.063087366326947449e+04,3.632576300517210038e+05,2.547905074697703531e+05
5.664418879736295203e+05,1.958386389431390562e+05,1.433818278509484604e+06,2.202564368507104518e+04,3.638784053485834738e+05,2.543710025520360214e+05
2.267848922187285207e+05,1.461335935763439629e+05,1.149880564855101286e+06,2.092070044826908634e+04,3.548110447077283170e+05,2.546273132951692969e+05
1.328732842273378046e+05,1.370823902214707923e+05,7.529262110753646120e+05,2.081924119543679990e+04,3.441053128989050747e+05,2.546096994697151822e+05
8.095155093941964151e+04,9.893895518861283199e+04,7.127948587468473706e+05,2.075483427389463031e+04,3.410759884405137855e+05,2.546517279651074787e+05
5.231776140392790694e+04,1.065017037296851340e+05,4.272835180507039186e+05,2.113594787297746370e+04,3.362563591543536168e+05,2.538757325939673174e+05
4.560236213925745687e+04,1.110208302062479779e+05,3.907530467687181663e+05,2.103097548787173582e+04,3.298809808394869906e+05,2.555736048535332375e+05
4.023459748099189892e+04,7.549783460731826199e+04,3.972751561263311887e+05,2.166122794847324258e+04,3.224806107333499822e+05,2.561881659590037307e+05
