1.283781767034604400e+02,1.304525951067315930e+02,3.780996284688134779e+01,3.310673147939308336e+01,1.857354084914049963e+01,7.207132950719554856e+02
3.964810925293352852e+02,7.117702861621835098e+01,3.024054070623845547e+01,2.500044031724674909e+01,1.428799902204537631e+01,7.031689071126875206e+02
2.990610969016416902e+02,3.679817530793524583e+01,2.409073127367999589e+01,2.654519647605856747e+01,1.554960005159664860e+01,8.119894505797439024e+02
4.250262405597391648e+02,4.447460840653454284e+01,2.473445827955936949e+01,2.750785301066804323e+01,1.740852236678261988e+01,9.296044687116564091e+02
5.610953473001713974e+02,2.698915813611760939e+01,2.695728176420187694e+01,2.054949388106840757e+01,1.053480346515945776e+01,1.083794183080108951e+03
4.080144324472998392e+02,2.747885823223809965e+01,1.863901594535726147e+01,2.044874015841607928e+01,1.204634575680618624e+01,1.266980391392505226e+03
3.681943371971838133e+02,1.515256124996880338e+01,1.830067083493992897e+01,2.305655643310387859e+01,1.181298284857679093e+01,1.481545394961202419e+03
4.409874943473876101e+02,1.363982464712133336e+01,1.434097857759614847e+01,1.755301687851899217e+01,1.140665424842524089e+01,1.726308163019845097e+03
4.753494360583459866e+02,1.748001730662777575e+01,1.679282927351562549e+01,1.640981336590051498e+01,1.241948035917435433e+01,2.004295132992217987e+03
5.105354476257774081e+02,1.349723608746073467e+01,1.384147738990121823e+01,1.594543563561462562e+01,1.041506553968821969e+01,2.305109368042423739e+03
